date;hour;temp;load
2007-01-12;24;39;12980
2007-01-13;1;39;12083
2007-01-13;2;40;11376
2007-01-13;3;41;11060
2007-01-13;4;42;10910
2007-01-13;5;42;10963
2007-01-13;6;43;11356
2007-01-13;7;43;12158
2007-01-13;8;44;13135
2007-01-13;9;44;14317
2007-01-13;10;44;15211
2007-01-13;11;45;15593
2007-01-13;12;45;15684
2007-01-13;13;47;15521
2007-01-13;14;47;15226
2007-01-13;15;48;15070
2007-01-13;16;47;15192
2007-01-13;17;46;16064
2007-01-13;18;44;16926
2007-01-13;19;43;16730
2007-01-13;20;41;16205
2007-01-13;21;39;15644
2007-01-13;22;38;14866
2007-01-13;23;37;13804
2007-01-13;24;36;12757
2007-01-14;1;36;11828
2007-01-14;2;35;11225
2007-01-14;3;34;10954
2007-01-14;4;33;10829
2007-01-14;5;34;10867
2007-01-14;6;34;11133
2007-01-14;7;33;11666
2007-01-14;8;34;12500
2007-01-14;9;33;13577
2007-01-14;10;34;14603
2007-01-14;11;34;15317
2007-01-14;12;34;15735
2007-01-14;13;33;15891
2007-01-14;14;33;15827
2007-01-14;15;33;15714
2007-01-14;16;33;15855
2007-01-14;17;33;16735
2007-01-14;18;34;17378
2007-01-14;19;34;17133
2007-01-14;20;34;16462
2007-01-14;21;34;15780
2007-01-14;22;34;15023
2007-01-14;23;34;13879
2007-01-14;24;34;12716
2007-01-15;1;34;11914
2007-01-15;2;34;11410
2007-01-15;3;34;11210
2007-01-15;4;33;11186
2007-01-15;5;33;11515
2007-01-15;6;34;12371
2007-01-15;7;33;13791
2007-01-15;8;33;15187
2007-01-15;9;33;16233
2007-01-15;10;33;17104
2007-01-15;11;34;17749
2007-01-15;12;34;18009
2007-01-15;13;34;17970
2007-01-15;14;35;17799
2007-01-15;15;34;17594
2007-01-15;16;34;17570
2007-01-15;17;33;18405
2007-01-15;18;33;19203
2007-01-15;19;32;18875
2007-01-15;20;32;18198
2007-01-15;21;33;17273
2007-01-15;22;33;15985
2007-01-15;23;33;14420
2007-01-15;24;34;13083
2007-01-16;1;35;12142
2007-01-16;2;35;11641
2007-01-16;3;36;11389
2007-01-16;4;36;11324
2007-01-16;5;36;11668
2007-01-16;6;37;12838
2007-01-16;7;36;15121
2007-01-16;8;35;16577
2007-01-16;9;33;16907
2007-01-16;10;31;17186
2007-01-16;11;29;17450
2007-01-16;12;28;17578
2007-01-16;13;28;17556
2007-01-16;14;27;17563
2007-01-16;15;27;17446
2007-01-16;16;27;17552
2007-01-16;17;26;18466
2007-01-16;18;24;19892
2007-01-16;19;23;19940
2007-01-16;20;22;19517
2007-01-16;21;21;18807
2007-01-16;22;20;17635
2007-01-16;23;19;16158
2007-01-16;24;18;14777
2007-01-17;1;16;13908
2007-01-17;2;14;13537
2007-01-17;3;13;13451
2007-01-17;4;12;13519
2007-01-17;5;11;13911
2007-01-17;6;9;15094
2007-01-17;7;8;17508
2007-01-17;8;7;18806
2007-01-17;9;7;18909
2007-01-17;10;9;18926
2007-01-17;11;11;18951
2007-01-17;12;13;18785
2007-01-17;13;15;18558
2007-01-17;14;17;18442
2007-01-17;15;18;18186
2007-01-17;16;19;18183
2007-01-17;17;19;19081
2007-01-17;18;17;20677
2007-01-17;19;16;20750
2007-01-17;20;15;20364
2007-01-17;21;14;19615
2007-01-17;22;13;18379
2007-01-17;23;13;16774
2007-01-17;24;12;15298
2007-01-18;1;11;14411
2007-01-18;2;11;13984
2007-01-18;3;11;13800
2007-01-18;4;12;13813
2007-01-18;5;11;14154
2007-01-18;6;12;15298
2007-01-18;7;13;17623
2007-01-18;8;13;18872
2007-01-18;9;15;18916
2007-01-18;10;17;18829
2007-01-18;11;23;18718
2007-01-18;12;26;18485
2007-01-18;13;29;18198
2007-01-18;14;31;17977
2007-01-18;15;32;17788
2007-01-18;16;32;17857
2007-01-18;17;32;18821
2007-01-18;18;33;19917
2007-01-18;19;32;19794
2007-01-18;20;32;19251
2007-01-18;21;32;18451
2007-01-18;22;32;17174
2007-01-18;23;33;15511
2007-01-18;24;33;13994
2007-01-19;1;34;13040
2007-01-19;2;33;12564
2007-01-19;3;33;12303
2007-01-19;4;33;12242
2007-01-19;5;33;12510
2007-01-19;6;33;13555
2007-01-19;7;33;15706
2007-01-19;8;32;17104
2007-01-19;9;32;17357
2007-01-19;10;32;17498
2007-01-19;11;33;17593
2007-01-19;12;35;17392
2007-01-19;13;36;17145
2007-01-19;14;37;17040
2007-01-19;15;37;16836
2007-01-19;16;37;16798
2007-01-19;17;36;17480
2007-01-19;18;35;18747
2007-01-19;19;34;18584
2007-01-19;20;34;18011
2007-01-19;21;33;17354
2007-01-19;22;33;16482
2007-01-19;23;32;15246
2007-01-19;24;31;13947
2007-01-20;1;31;12979
2007-01-20;2;31;12445
2007-01-20;3;29;12204
2007-01-20;4;29;12121
2007-01-20;5;28;12248
2007-01-20;6;28;12685
2007-01-20;7;27;13559
2007-01-20;8;27;14485
2007-01-20;9;27;15573
2007-01-20;10;27;16435
2007-01-20;11;26;16818
2007-01-20;12;27;16843
2007-01-20;13;26;16651
2007-01-20;14;26;16390
2007-01-20;15;24;16205
2007-01-20;16;23;16294
2007-01-20;17;22;17163
2007-01-20;18;21;18760
2007-01-20;19;18;18790
2007-01-20;20;18;18396
2007-01-20;21;17;17873
2007-01-20;22;16;17140
2007-01-20;23;15;16061
2007-01-20;24;14;14904
2007-01-21;1;14;14081
2007-01-21;2;13;13573
2007-01-21;3;13;13349
2007-01-21;4;12;13254
2007-01-21;5;12;13331
2007-01-21;6;11;13622
2007-01-21;7;11;14198
2007-01-21;8;10;14837
2007-01-21;9;12;15766
2007-01-21;10;13;16449
2007-01-21;11;16;16771
2007-01-21;12;19;16860
2007-01-21;13;21;16769
2007-01-21;14;23;16574
2007-01-21;15;24;16521
2007-01-21;16;24;16767
2007-01-21;17;23;17636
2007-01-21;18;22;19158
2007-01-21;19;22;19111
2007-01-21;20;21;18409
2007-01-21;21;20;17803
2007-01-21;22;20;16775
2007-01-21;23;20;15513
2007-01-21;24;20;14219
2007-01-22;1;20;13305
2007-01-22;2;20;12900
2007-01-22;3;20;12704
2007-01-22;4;20;12709
2007-01-22;5;20;13092
2007-01-22;6;20;14300
2007-01-22;7;20;16693
2007-01-22;8;20;18156
2007-01-22;9;20;18437
2007-01-22;10;20;18591
2007-01-22;11;21;18729
2007-01-22;12;22;18660
2007-01-22;13;23;18496
2007-01-22;14;24;18433
2007-01-22;15;24;18301
2007-01-22;16;24;18416
2007-01-22;17;24;19288
2007-01-22;18;24;20430
2007-01-22;19;24;20309
2007-01-22;20;23;19804
2007-01-22;21;22;18986
2007-01-22;22;21;17632
2007-01-22;23;21;15913
2007-01-22;24;21;14465
2007-01-23;1;21;13572
2007-01-23;2;21;13121
2007-01-23;3;21;12905
2007-01-23;4;21;12896
2007-01-23;5;21;13244
2007-01-23;6;21;14497
2007-01-23;7;20;16825
2007-01-23;8;20;18044
2007-01-23;9;20;18141
2007-01-23;10;22;18072
2007-01-23;11;24;18043
2007-01-23;12;26;17926
2007-01-23;13;28;17688
2007-01-23;14;29;17586
2007-01-23;15;31;17376
2007-01-23;16;32;17421
2007-01-23;17;30;18212
2007-01-23;18;29;19744
2007-01-23;19;29;19804
2007-01-23;20;28;19351
2007-01-23;21;28;18567
2007-01-23;22;28;17354
2007-01-23;23;27;15694
2007-01-23;24;26;14214
2007-01-24;1;26;13346
2007-01-24;2;24;12913
2007-01-24;3;23;12758
2007-01-24;4;21;12794
2007-01-24;5;22;13184
2007-01-24;6;21;14396
2007-01-24;7;20;16725
2007-01-24;8;20;17951
2007-01-24;9;21;17986
2007-01-24;10;26;17780
2007-01-24;11;30;17624
2007-01-24;12;33;17435
2007-01-24;13;36;17212
2007-01-24;14;36;17137
2007-01-24;15;36;16973
2007-01-24;16;35;17008
2007-01-24;17;35;17811
2007-01-24;18;33;19401
2007-01-24;19;32;19490
2007-01-24;20;30;19073
2007-01-24;21;29;18347
2007-01-24;22;28;17182
2007-01-24;23;27;15596
2007-01-24;24;26;14116
2007-01-25;1;24;13170
2007-01-25;2;23;12777
2007-01-25;3;22;12624
2007-01-25;4;20;12702
2007-01-25;5;19;13094
2007-01-25;6;19;14289
2007-01-25;7;18;16644
2007-01-25;8;17;17934
2007-01-25;9;17;18096
2007-01-25;10;19;18031
2007-01-25;11;21;17979
2007-01-25;12;22;17890
2007-01-25;13;23;17756
2007-01-25;14;24;17655
2007-01-25;15;24;17539
2007-01-25;16;23;17655
2007-01-25;17;21;18459
2007-01-25;18;19;20077
2007-01-25;19;17;20379
2007-01-25;20;15;20107
2007-01-25;21;14;19534
2007-01-25;22;11;18423
2007-01-25;23;10;16894
2007-01-25;24;8;15578
2007-01-26;1;6;14826
2007-01-26;2;4;14528
2007-01-26;3;3;14427
2007-01-26;4;3;14539
2007-01-26;5;2;14881
2007-01-26;6;2;16025
2007-01-26;7;1;18250
2007-01-26;8;1;19496
2007-01-26;9;2;19710
2007-01-26;10;4;19782
2007-01-26;11;6;19871
2007-01-26;12;8;19799
2007-01-26;13;10;19516
2007-01-26;14;11;19321
2007-01-26;15;11;19054
2007-01-26;16;11;19030
2007-01-26;17;10;19634
2007-01-26;18;8;21027
2007-01-26;19;7;21034
2007-01-26;20;6;20489
2007-01-26;21;6;19896
2007-01-26;22;5;18964
2007-01-26;23;4;17702
2007-01-26;24;4;16354
2007-01-27;1;4;15384
2007-01-27;2;5;14868
2007-01-27;3;4;14582
2007-01-27;4;5;14459
2007-01-27;5;5;14508
2007-01-27;6;7;14809
2007-01-27;7;7;15545
2007-01-27;8;9;16422
2007-01-27;9;10;17563
2007-01-27;10;12;18337
2007-01-27;11;14;18638
2007-01-27;12;15;18529
2007-01-27;13;17;18168
2007-01-27;14;19;17741
2007-01-27;15;21;17367
2007-01-27;16;23;17198
2007-01-27;17;24;17699
2007-01-27;18;23;18857
2007-01-27;19;23;18744
2007-01-27;20;24;18138
2007-01-27;21;24;17508
2007-01-27;22;24;16656
2007-01-27;23;24;15562
2007-01-27;24;24;14436
2007-01-28;1;24;13499
2007-01-28;2;24;12971
2007-01-28;3;23;12696
2007-01-28;4;24;12513
2007-01-28;5;24;12500
2007-01-28;6;24;12774
2007-01-28;7;24;13325
2007-01-28;8;23;13971
2007-01-28;9;23;14892
2007-01-28;10;27;15511
2007-01-28;11;30;15790
2007-01-28;12;32;15871
2007-01-28;13;34;15741
2007-01-28;14;36;15429
2007-01-28;15;36;15172
2007-01-28;16;36;15227
2007-01-28;17;35;16116
2007-01-28;18;32;17931
2007-01-28;19;31;18202
2007-01-28;20;29;17799
2007-01-28;21;29;17160
2007-01-28;22;28;16052
2007-01-28;23;27;14722
2007-01-28;24;26;13557
2007-01-29;1;25;12823
2007-01-29;2;25;12526
2007-01-29;3;23;12459
2007-01-29;4;23;12534
2007-01-29;5;21;12950
2007-01-29;6;20;14186
2007-01-29;7;19;16636
2007-01-29;8;18;17999
2007-01-29;9;17;18189
2007-01-29;10;19;18241
2007-01-29;11;20;18289
2007-01-29;12;22;18237
2007-01-29;13;23;18044
2007-01-29;14;24;17869
2007-01-29;15;25;17659
2007-01-29;16;25;17732
2007-01-29;17;24;18511
2007-01-29;18;22;20252
2007-01-29;19;20;20530
2007-01-29;20;19;20071
2007-01-29;21;18;19333
2007-01-29;22;17;18041
2007-01-29;23;16;16376
2007-01-29;24;16;15000
2007-01-30;1;15;14152
2007-01-30;2;14;13787
2007-01-30;3;13;13632
2007-01-30;4;14;13669
2007-01-30;5;13;13969
2007-01-30;6;13;15184
2007-01-30;7;12;17520
2007-01-30;8;12;18654
2007-01-30;9;14;18683
2007-01-30;10;17;18585
2007-01-30;11;21;18474
2007-01-30;12;23;18265
2007-01-30;13;25;17976
2007-01-30;14;26;17794
2007-01-30;15;27;17613
2007-01-30;16;27;17621
2007-01-30;17;26;18335
2007-01-30;18;26;19872
2007-01-30;19;25;20108
2007-01-30;20;24;19672
2007-01-30;21;24;18849
2007-01-30;22;23;17600
2007-01-30;23;23;15994
2007-01-30;24;22;14583
2007-01-31;1;21;13693
2007-01-31;2;21;13278
2007-01-31;3;20;13140
2007-01-31;4;19;13183
2007-01-31;5;18;13534
2007-01-31;6;18;14770
2007-01-31;7;18;17089
2007-01-31;8;18;18305
2007-01-31;9;17;18361
2007-01-31;10;21;18210
2007-01-31;11;24;18178
2007-01-31;12;26;18016
2007-01-31;13;27;17812
2007-01-31;14;28;17630
2007-01-31;15;30;17418
2007-01-31;16;29;17439
2007-01-31;17;29;18100
2007-01-31;18;27;19720
2007-01-31;19;26;19981
2007-01-31;20;25;19571
2007-01-31;21;24;18883
2007-01-31;22;24;17664
2007-01-31;23;23;16040
2007-01-31;24;22;14595
2007-02-01;1;21;13804
2007-02-01;2;20;13321
2007-02-01;3;20;13207
2007-02-01;4;21;13204
2007-02-01;5;21;13495
2007-02-01;6;22;14616
2007-02-01;7;21;16941
2007-02-01;8;21;18171
2007-02-01;9;22;18294
2007-02-01;10;24;18306
2007-02-01;11;27;18283
2007-02-01;12;29;18065
2007-02-01;13;32;17758
2007-02-01;14;33;17513
2007-02-01;15;34;17293
2007-02-01;16;34;17251
2007-02-01;17;34;17892
2007-02-01;18;33;19370
2007-02-01;19;32;19579
2007-02-01;20;30;19143
2007-02-01;21;29;18430
2007-02-01;22;28;17227
2007-02-01;23;26;15679
2007-02-01;24;26;14211
2007-02-02;1;26;13325
2007-02-02;2;26;12865
2007-02-02;3;26;12653
2007-02-02;4;26;12619
2007-02-02;5;26;12943
2007-02-02;6;26;14047
2007-02-02;7;27;16265
2007-02-02;8;27;17554
2007-02-02;9;27;17831
2007-02-02;10;29;17922
2007-02-02;11;32;17939
2007-02-02;12;33;17827
2007-02-02;13;35;17638
2007-02-02;14;35;17531
2007-02-02;15;35;17329
2007-02-02;16;35;17301
2007-02-02;17;35;17871
2007-02-02;18;34;18769
2007-02-02;19;33;18630
2007-02-02;20;32;18103
2007-02-02;21;32;17430
2007-02-02;22;32;16475
2007-02-02;23;33;15181
2007-02-02;24;32;13796
2007-02-03;1;32;12870
2007-02-03;2;32;12326
2007-02-03;3;32;12093
2007-02-03;4;31;12018
2007-02-03;5;30;12182
2007-02-03;6;27;12675
2007-02-03;7;26;13524
2007-02-03;8;24;14439
2007-02-03;9;23;15466
2007-02-03;10;23;16140
2007-02-03;11;24;16377
2007-02-03;12;25;16328
2007-02-03;13;26;16055
2007-02-03;14;27;15730
2007-02-03;15;27;15468
2007-02-03;16;27;15468
2007-02-03;17;27;16049
2007-02-03;18;26;17683
2007-02-03;19;24;18071
2007-02-03;20;23;17673
2007-02-03;21;22;17155
2007-02-03;22;21;16428
2007-02-03;23;20;15381
2007-02-03;24;19;14315
2007-02-04;1;19;13465
2007-02-04;2;16;12964
2007-02-04;3;18;12765
2007-02-04;4;19;12676
2007-02-04;5;18;12781
2007-02-04;6;18;13067
2007-02-04;7;17;13615
2007-02-04;8;15;14297
2007-02-04;9;15;15297
2007-02-04;10;17;16049
2007-02-04;11;18;16365
2007-02-04;12;18;16502
2007-02-04;13;20;16435
2007-02-04;14;20;16271
2007-02-04;15;21;16087
2007-02-04;16;21;16168
2007-02-04;17;21;16926
2007-02-04;18;19;18684
2007-02-04;19;17;18853
2007-02-04;20;17;18221
2007-02-04;21;16;17705
2007-02-04;22;16;16887
2007-02-04;23;14;15804
2007-02-04;24;13;14592
2007-02-05;1;13;13879
2007-02-05;2;11;13633
2007-02-05;3;10;13586
2007-02-05;4;9;13691
2007-02-05;5;8;14104
2007-02-05;6;7;15309
2007-02-05;7;7;17651
2007-02-05;8;6;18953
2007-02-05;9;7;19237
2007-02-05;10;8;19365
2007-02-05;11;10;19416
2007-02-05;12;12;19435
2007-02-05;13;13;19193
2007-02-05;14;14;19052
2007-02-05;15;16;18871
2007-02-05;16;15;18965
2007-02-05;17;14;19635
2007-02-05;18;14;21235
2007-02-05;19;13;21640
2007-02-05;20;13;21187
2007-02-05;21;13;20423
2007-02-05;22;12;19004
2007-02-05;23;12;17287
2007-02-05;24;12;15810
2007-02-06;1;11;14966
2007-02-06;2;11;14519
2007-02-06;3;11;14348
2007-02-06;4;11;14349
2007-02-06;5;11;14680
2007-02-06;6;11;15865
2007-02-06;7;10;18081
2007-02-06;8;10;19150
2007-02-06;9;11;19221
2007-02-06;10;14;19129
2007-02-06;11;17;19058
2007-02-06;12;19;18893
2007-02-06;13;21;18615
2007-02-06;14;22;18408
2007-02-06;15;22;18171
2007-02-06;16;23;18141
2007-02-06;17;22;18722
2007-02-06;18;21;20253
2007-02-06;19;19;20772
2007-02-06;20;17;20373
2007-02-06;21;17;19590
2007-02-06;22;14;18488
2007-02-06;23;12;16803
2007-02-06;24;11;15364
2007-02-07;1;11;14578
2007-02-07;2;10;14214
2007-02-07;3;9;14124
2007-02-07;4;9;14164
2007-02-07;5;8;14494
2007-02-07;6;8;15657
2007-02-07;7;8;17924
2007-02-07;8;8;19136
2007-02-07;9;8;19269
2007-02-07;10;11;19119
2007-02-07;11;14;19009
2007-02-07;12;17;18814
2007-02-07;13;18;18560
2007-02-07;14;20;18453
2007-02-07;15;20;18261
2007-02-07;16;21;18258
2007-02-07;17;20;18834
2007-02-07;18;19;20426
2007-02-07;19;18;20829
2007-02-07;20;17;20420
2007-02-07;21;17;19743
2007-02-07;22;16;18462
2007-02-07;23;15;16852
2007-02-07;24;14;15405
2007-02-08;1;14;14614
2007-02-08;2;12;14195
2007-02-08;3;13;14056
2007-02-08;4;13;14105
2007-02-08;5;12;14418
2007-02-08;6;12;15595
2007-02-08;7;11;17825
2007-02-08;8;12;18960
2007-02-08;9;13;19048
2007-02-08;10;16;18968
2007-02-08;11;19;18891
2007-02-08;12;21;18754
2007-02-08;13;22;18568
2007-02-08;14;23;18470
2007-02-08;15;23;18295
2007-02-08;16;23;18329
2007-02-08;17;23;18813
2007-02-08;18;22;20200
2007-02-08;19;21;20664
2007-02-08;20;20;20234
2007-02-08;21;19;19503
2007-02-08;22;19;18321
2007-02-08;23;18;16668
2007-02-08;24;18;15302
2007-02-09;1;19;14382
2007-02-09;2;19;13992
2007-02-09;3;18;13838
2007-02-09;4;17;13848
2007-02-09;5;17;14163
2007-02-09;6;16;15305
2007-02-09;7;15;17505
2007-02-09;8;15;18622
2007-02-09;9;17;18763
2007-02-09;10;18;18728
2007-02-09;11;21;18757
2007-02-09;12;22;18596
2007-02-09;13;23;18282
2007-02-09;14;23;18101
2007-02-09;15;24;17797
2007-02-09;16;23;17704
2007-02-09;17;23;18132
2007-02-09;18;22;19403
2007-02-09;19;21;19755
2007-02-09;20;20;19237
2007-02-09;21;19;18637
2007-02-09;22;18;17792
2007-02-09;23;18;16458
2007-02-09;24;17;15156
2007-02-10;1;17;14320
2007-02-10;2;16;13883
2007-02-10;3;16;13645
2007-02-10;4;15;13587
2007-02-10;5;16;13682
2007-02-10;6;15;14081
2007-02-10;7;15;14834
2007-02-10;8;16;15734
2007-02-10;9;17;16863
2007-02-10;10;19;17555
2007-02-10;11;22;17598
2007-02-10;12;25;17271
2007-02-10;13;26;16810
2007-02-10;14;28;16398
2007-02-10;15;29;16091
2007-02-10;16;30;16103
2007-02-10;17;29;16603
2007-02-10;18;27;17948
2007-02-10;19;25;18389
2007-02-10;20;24;17954
2007-02-10;21;22;17416
2007-02-10;22;22;16698
2007-02-10;23;20;15706
2007-02-10;24;20;14622
2007-02-11;1;19;13840
2007-02-11;2;19;13361
2007-02-11;3;17;13156
2007-02-11;4;16;13099
2007-02-11;5;15;13186
2007-02-11;6;14;13486
2007-02-11;7;14;14082
2007-02-11;8;12;14735
2007-02-11;9;15;15572
2007-02-11;10;19;16122
2007-02-11;11;22;16321
2007-02-11;12;24;16302
2007-02-11;13;26;16155
2007-02-11;14;28;15899
2007-02-11;15;29;15625
2007-02-11;16;29;15651
2007-02-11;17;29;16331
2007-02-11;18;28;17995
2007-02-11;19;27;18640
2007-02-11;20;26;18339
2007-02-11;21;25;17677
2007-02-11;22;24;16531
2007-02-11;23;24;15176
2007-02-11;24;25;14023
2007-02-12;1;24;13218
2007-02-12;2;24;12898
2007-02-12;3;24;12797
2007-02-12;4;23;12852
2007-02-12;5;23;13244
2007-02-12;6;22;14480
2007-02-12;7;22;16706
2007-02-12;8;21;17851
2007-02-12;9;24;17980
2007-02-12;10;26;17927
2007-02-12;11;29;17941
2007-02-12;12;32;17806
2007-02-12;13;33;17567
2007-02-12;14;34;17332
2007-02-12;15;34;17096
2007-02-12;16;35;17062
2007-02-12;17;34;17589
2007-02-12;18;32;19126
2007-02-12;19;30;19756
2007-02-12;20;28;19391
2007-02-12;21;27;18655
2007-02-12;22;25;17456
2007-02-12;23;24;15908
2007-02-12;24;22;14490
2007-02-13;1;19;13737
2007-02-13;2;18;13434
2007-02-13;3;16;13354
2007-02-13;4;14;13468
2007-02-13;5;12;13880
2007-02-13;6;11;15153
2007-02-13;7;10;17492
2007-02-13;8;9;18766
2007-02-13;9;9;18993
2007-02-13;10;9;19035
2007-02-13;11;12;18996
2007-02-13;12;14;18783
2007-02-13;13;16;18454
2007-02-13;14;19;18271
2007-02-13;15;20;18019
2007-02-13;16;20;18047
2007-02-13;17;20;18622
2007-02-13;18;20;19963
2007-02-13;19;19;20413
2007-02-13;20;19;20045
2007-02-13;21;18;19328
2007-02-13;22;18;18178
2007-02-13;23;17;16572
2007-02-13;24;15;15174
2007-02-14;1;15;14337
2007-02-14;2;14;13953
2007-02-14;3;13;13807
2007-02-14;4;13;13844
2007-02-14;5;13;14102
2007-02-14;6;15;15039
2007-02-14;7;16;16624
2007-02-14;8;17;17843
2007-02-14;9;17;18682
2007-02-14;10;18;19346
2007-02-14;11;20;19795
2007-02-14;12;20;20039
2007-02-14;13;21;19959
2007-02-14;14;22;19760
2007-02-14;15;22;19361
2007-02-14;16;23;19068
2007-02-14;17;23;19344
2007-02-14;18;23;20449
2007-02-14;19;22;20592
2007-02-14;20;22;19872
2007-02-14;21;21;18938
2007-02-14;22;20;17633
2007-02-14;23;19;16215
2007-02-14;24;17;14955
2007-02-15;1;15;14248
2007-02-15;2;14;13931
2007-02-15;3;13;13884
2007-02-15;4;13;13981
2007-02-15;5;13;14286
2007-02-15;6;12;15306
2007-02-15;7;12;17210
2007-02-15;8;11;18299
2007-02-15;9;12;18684
2007-02-15;10;13;18779
2007-02-15;11;14;18817
2007-02-15;12;17;18761
2007-02-15;13;18;18539
2007-02-15;14;18;18348
2007-02-15;15;19;18094
2007-02-15;16;19;18104
2007-02-15;17;18;18607
2007-02-15;18;16;20070
2007-02-15;19;13;20950
2007-02-15;20;12;20688
2007-02-15;21;12;20005
2007-02-15;22;11;18757
2007-02-15;23;11;17178
2007-02-15;24;11;15750
2007-02-16;1;11;14946
2007-02-16;2;11;14549
2007-02-16;3;10;14382
2007-02-16;4;10;14376
2007-02-16;5;11;14633
2007-02-16;6;11;15675
2007-02-16;7;11;17699
2007-02-16;8;11;18769
2007-02-16;9;13;19001
2007-02-16;10;16;18986
2007-02-16;11;19;18889
2007-02-16;12;21;18709
2007-02-16;13;24;18380
2007-02-16;14;25;18134
2007-02-16;15;26;17880
2007-02-16;16;25;17726
2007-02-16;17;26;17988
2007-02-16;18;25;19069
2007-02-16;19;24;19613
2007-02-16;20;24;19157
2007-02-16;21;23;18546
2007-02-16;22;23;17604
2007-02-16;23;23;16280
2007-02-16;24;22;15111
2007-02-17;1;21;14185
2007-02-17;2;21;13736
2007-02-17;3;21;13504
2007-02-17;4;20;13382
2007-02-17;5;20;13478
2007-02-17;6;19;13902
2007-02-17;7;19;14630
2007-02-17;8;18;15422
2007-02-17;9;19;16298
2007-02-17;10;21;16838
2007-02-17;11;24;16935
2007-02-17;12;27;16719
2007-02-17;13;29;16267
2007-02-17;14;31;15767
2007-02-17;15;32;15415
2007-02-17;16;33;15300
2007-02-17;17;33;15685
2007-02-17;18;33;16994
2007-02-17;19;31;17736
2007-02-17;20;29;17344
2007-02-17;21;28;16801
2007-02-17;22;28;16070
2007-02-17;23;28;14990
2007-02-17;24;28;13895
2007-02-18;1;28;13082
2007-02-18;2;28;12543
2007-02-18;3;27;12280
2007-02-18;4;27;12148
2007-02-18;5;26;12242
2007-02-18;6;24;12567
2007-02-18;7;22;13044
2007-02-18;8;23;13688
2007-02-18;9;24;14613
2007-02-18;10;27;15252
2007-02-18;11;29;15523
2007-02-18;12;29;15643
2007-02-18;13;30;15575
2007-02-18;14;30;15313
2007-02-18;15;30;15140
2007-02-18;16;31;15118
2007-02-18;17;30;15617
2007-02-18;18;28;17056
2007-02-18;19;26;17868
2007-02-18;20;24;17633
2007-02-18;21;23;17161
2007-02-18;22;21;16424
2007-02-18;23;20;15303
2007-02-18;24;18;14363
2007-02-19;1;16;13728
2007-02-19;2;15;13424
2007-02-19;3;13;13388
2007-02-19;4;12;13511
2007-02-19;5;10;13882
2007-02-19;6;8;14776
2007-02-19;7;7;16019
2007-02-19;8;5;17098
2007-02-19;9;6;17979
2007-02-19;10;8;18541
2007-02-19;11;10;18777
2007-02-19;12;13;18717
2007-02-19;13;15;18401
2007-02-19;14;17;18092
2007-02-19;15;19;17767
2007-02-19;16;19;17627
2007-02-19;17;19;18007
2007-02-19;18;18;19392
2007-02-19;19;16;20160
2007-02-19;20;16;19740
2007-02-19;21;15;18934
2007-02-19;22;16;17803
2007-02-19;23;16;16247
2007-02-19;24;16;14949
2007-02-20;1;17;14040
2007-02-20;2;18;13615
2007-02-20;3;19;13436
2007-02-20;4;20;13366
2007-02-20;5;21;13581
2007-02-20;6;22;14536
2007-02-20;7;23;16228
2007-02-20;8;25;17394
2007-02-20;9;26;17864
2007-02-20;10;29;17999
2007-02-20;11;32;17889
2007-02-20;12;35;17684
2007-02-20;13;39;17377
2007-02-20;14;40;17145
2007-02-20;15;42;16875
2007-02-20;16;43;16731
2007-02-20;17;43;17016
2007-02-20;18;42;18211
2007-02-20;19;40;18773
2007-02-20;20;38;18307
2007-02-20;21;38;17504
2007-02-20;22;37;16395
2007-02-20;23;37;14959
2007-02-20;24;36;13568
2007-02-21;1;36;12619
2007-02-21;2;35;12114
2007-02-21;3;34;11947
2007-02-21;4;35;11909
2007-02-21;5;34;12234
2007-02-21;6;33;13333
2007-02-21;7;33;15110
2007-02-21;8;33;16278
2007-02-21;9;34;16716
2007-02-21;10;36;16828
2007-02-21;11;38;16888
2007-02-21;12;39;16765
2007-02-21;13;40;16533
2007-02-21;14;41;16370
2007-02-21;15;42;16113
2007-02-21;16;42;15959
2007-02-21;17;42;16262
2007-02-21;18;40;17452
2007-02-21;19;37;18361
2007-02-21;20;36;18024
2007-02-21;21;34;17396
2007-02-21;22;34;16374
2007-02-21;23;32;15002
2007-02-21;24;30;13688
2007-02-22;1;29;12823
2007-02-22;2;28;12395
2007-02-22;3;26;12239
2007-02-22;4;26;12295
2007-02-22;5;24;12642
2007-02-22;6;24;13750
2007-02-22;7;24;15475
2007-02-22;8;25;16733
2007-02-22;9;27;17265
2007-02-22;10;29;17400
2007-02-22;11;31;17465
2007-02-22;12;34;17335
2007-02-22;13;36;17073
2007-02-22;14;38;16987
2007-02-22;15;37;16888
2007-02-22;16;36;16903
2007-02-22;17;35;17349
2007-02-22;18;35;18380
2007-02-22;19;34;18786
2007-02-22;20;33;18363
2007-02-22;21;33;17561
2007-02-22;22;32;16424
2007-02-22;23;32;15067
2007-02-22;24;32;13680
2007-02-23;1;32;12769
2007-02-23;2;32;12270
2007-02-23;3;32;12067
2007-02-23;4;31;12077
2007-02-23;5;31;12390
2007-02-23;6;31;13445
2007-02-23;7;30;15080
2007-02-23;8;29;16374
2007-02-23;9;28;17125
2007-02-23;10;27;17378
2007-02-23;11;27;17464
2007-02-23;12;27;17414
2007-02-23;13;28;17170
2007-02-23;14;29;17012
